ÐòºÅ,V1,V2,label
1664,8.45 ,7.84 ,3
1665,-4.07 ,5.16 ,1
1666,7.50 ,6.12 ,3
1667,-3.92 ,6.81 ,1
1668,-0.01 ,0.01 ,2
1669,1.59 ,-0.43 ,2
1670,7.99 ,9.86 ,3
1671,-3.42 ,2.42 ,1
1672,7.00 ,5.19 ,3
1673,10.25 ,5.21 ,3
1674,-6.75 ,6.16 ,1
1675,-5.14 ,4.81 ,1
1676,2.15 ,1.49 ,2
1677,0.67 ,1.25 ,2
1678,6.20 ,5.19 ,3
1679,6.00 ,6.84 ,3
1680,-2.43 ,4.33 ,1
1681,1.12 ,3.63 ,2
1682,0.73 ,1.74 ,2
1683,1.10 ,0.43 ,2
1684,6.59 ,5.33 ,3
1685,7.53 ,5.97 ,3
1686,0.58 ,-0.31 ,2
1687,5.93 ,6.75 ,3
1688,-0.77 ,0.85 ,2
1689,1.22 ,2.82 ,2
1690,11.14 ,4.25 ,3
1691,-3.41 ,2.41 ,1
1692,8.76 ,5.83 ,3
1693,1.99 ,4.02 ,2
1694,-7.62 ,1.43 ,1
1695,-3.66 ,3.85 ,1
1696,8.32 ,5.08 ,3
1697,6.83 ,8.15 ,3
1698,-0.54 ,2.19 ,2
1699,-3.78 ,6.37 ,1
1700,1.14 ,1.41 ,2
1701,4.23 ,5.09 ,3
1702,-5.31 ,5.02 ,1
1703,-1.05 ,4.99 ,1
1704,-4.24 ,3.11 ,1
1705,1.73 ,3.36 ,2
1706,-1.17 ,5.43 ,1
1707,7.10 ,5.81 ,3
1708,-6.03 ,1.97 ,1
1709,-1.58 ,3.60 ,1
1710,0.51 ,1.58 ,2
1711,4.23 ,9.98 ,3
1712,-3.97 ,5.94 ,1
1713,4.69 ,4.40 ,3
1714,7.64 ,8.67 ,3
1715,7.41 ,3.16 ,3
1716,-2.55 ,3.65 ,1
1717,-4.15 ,4.34 ,1
1718,6.38 ,2.61 ,3
1719,4.68 ,4.87 ,3
1720,-6.21 ,2.90 ,1
1721,8.48 ,7.01 ,3
1722,-1.07 ,0.69 ,2
1723,2.53 ,6.53 ,3
1724,-3.32 ,6.80 ,1
1725,1.38 ,2.22 ,2
1726,-4.81 ,3.52 ,1
1727,2.19 ,1.18 ,2
1728,8.07 ,7.23 ,3
1729,-4.09 ,4.11 ,1
1730,2.29 ,3.87 ,2
1731,-4.74 ,7.13 ,1
1732,1.47 ,2.63 ,2
1733,-0.70 ,1.52 ,2
1734,-5.58 ,1.10 ,1
1735,1.69 ,2.79 ,2
1736,4.81 ,7.22 ,3
1737,6.76 ,8.08 ,3
1738,4.64 ,5.34 ,3
1739,11.14 ,8.43 ,3
1740,1.10 ,2.88 ,2
1741,0.34 ,3.19 ,2
1742,-0.38 ,2.12 ,2
1743,1.72 ,-0.07 ,2
1744,-0.27 ,1.71 ,2
1745,6.65 ,8.47 ,3
1746,5.00 ,5.44 ,3
1747,4.02 ,5.72 ,3
1748,-0.19 ,3.47 ,2
1749,-4.92 ,3.22 ,1
1750,0.02 ,2.06 ,2
1751,2.96 ,5.61 ,3
1752,8.59 ,6.57 ,3
1753,4.44 ,9.49 ,3
1754,6.81 ,4.13 ,3
1755,-1.75 ,6.82 ,1
1756,0.84 ,4.67 ,1
1757,-4.27 ,2.03 ,1
1758,-5.70 ,1.19 ,1
1759,9.64 ,3.50 ,3
1760,0.70 ,1.75 ,2
1761,9.06 ,4.83 ,3
1762,-4.38 ,3.02 ,1
1763,1.08 ,0.30 ,2
1764,0.94 ,0.18 ,2
1765,5.09 ,6.12 ,3
1766,-3.80 ,4.41 ,1
1767,-5.22 ,4.48 ,1
1768,4.69 ,8.53 ,3
1769,-6.46 ,1.61 ,1
1770,-7.16 ,5.26 ,1
1771,-6.56 ,3.47 ,1
1772,0.81 ,3.21 ,2
1773,-8.32 ,5.32 ,1
1774,-0.91 ,4.37 ,1
1775,-0.86 ,3.00 ,1
1776,4.13 ,4.85 ,3
1777,-5.57 ,4.33 ,1
1778,1.65 ,2.11 ,2
1779,-7.31 ,3.84 ,1
1780,-4.50 ,4.56 ,1
1781,0.30 ,3.13 ,2
1782,-5.56 ,5.25 ,1
1783,-2.42 ,3.99 ,1
1784,-0.34 ,2.89 ,2
1785,-3.78 ,6.19 ,1
1786,-3.25 ,6.04 ,1
1787,-3.93 ,4.15 ,1
1788,2.09 ,2.12 ,2
1789,-0.97 ,3.17 ,1
1790,-4.07 ,4.54 ,1
1791,0.22 ,1.86 ,2
1792,5.88 ,10.64 ,3
1793,1.51 ,2.70 ,2
1794,2.25 ,3.38 ,2
1795,2.01 ,1.42 ,2
1796,0.71 ,0.99 ,2
1797,1.87 ,2.67 ,2
1798,5.98 ,8.16 ,3
1799,0.24 ,1.93 ,2
1800,1.42 ,3.76 ,2
1801,-4.34 ,2.75 ,1
1802,8.66 ,4.92 ,3
1803,-0.01 ,0.91 ,2
1804,-5.14 ,2.55 ,1
1805,8.47 ,2.24 ,3
1806,8.80 ,6.40 ,3
1807,6.52 ,4.44 ,3
1808,7.39 ,3.82 ,3
1809,-0.32 ,1.49 ,2
1810,6.35 ,3.42 ,3
1811,1.38 ,5.25 ,3
1812,-5.00 ,4.04 ,1
1813,-4.40 ,3.74 ,1
1814,-0.48 ,2.50 ,2
1815,-6.48 ,4.27 ,1
1816,-2.86 ,4.57 ,1
1817,-1.15 ,3.16 ,2
1818,-5.75 ,3.99 ,1
1819,-5.90 ,6.02 ,1
1820,-5.15 ,4.24 ,1
1821,-0.09 ,2.24 ,2
1822,-4.79 ,4.34 ,1
1823,5.55 ,8.38 ,3
1824,0.80 ,-0.04 ,2
1825,8.57 ,4.41 ,3
1826,-5.10 ,3.70 ,1
1827,-3.03 ,1.37 ,1
1828,-8.78 ,4.29 ,1
1829,5.52 ,5.37 ,3
1830,0.34 ,2.76 ,2
1831,2.09 ,1.09 ,2
1832,1.01 ,5.31 ,2
1833,2.29 ,2.48 ,2
1834,1.83 ,1.48 ,2
1835,7.09 ,7.82 ,3
1836,-5.03 ,2.41 ,1
1837,5.99 ,6.60 ,3
1838,3.30 ,5.94 ,3
1839,7.90 ,7.39 ,3
1840,5.89 ,3.93 ,3
1841,-5.26 ,6.40 ,1
1842,1.13 ,1.98 ,2
1843,1.56 ,2.87 ,2
1844,2.07 ,0.68 ,2
1845,5.46 ,2.84 ,3
1846,1.09 ,2.14 ,2
1847,1.65 ,-0.76 ,2
1848,-3.42 ,2.94 ,1
1849,-7.51 ,4.24 ,1
1850,1.34 ,3.02 ,2
1851,0.60 ,1.21 ,2
1852,-1.12 ,1.98 ,2
1853,7.36 ,1.91 ,3
1854,0.68 ,2.16 ,2
1855,1.40 ,2.05 ,2
1856,-4.56 ,3.91 ,1
1857,4.79 ,7.67 ,3
1858,-1.00 ,1.32 ,2
1859,9.17 ,5.90 ,3
1860,-1.58 ,2.93 ,1
1861,-4.46 ,3.88 ,1
1862,-4.21 ,2.46 ,1
1863,6.18 ,9.03 ,3
1864,-0.72 ,1.04 ,1
1865,4.64 ,4.65 ,3
1866,-3.26 ,5.53 ,1
1867,-3.86 ,3.91 ,1
1868,1.59 ,3.20 ,2
1869,-4.68 ,7.99 ,1
1870,-4.78 ,2.66 ,1
1871,-5.91 ,4.13 ,1
1872,6.44 ,8.17 ,3
1873,10.84 ,3.06 ,3
1874,-5.03 ,2.04 ,1
1875,11.93 ,7.42 ,3
1876,-3.65 ,3.07 ,1
1877,6.52 ,3.22 ,3
1878,-5.09 ,3.86 ,1
1879,-1.22 ,3.67 ,2
1880,-7.37 ,5.24 ,1
1881,-3.64 ,2.74 ,1
1882,8.25 ,6.52 ,3
1883,-5.21 ,4.97 ,1
1884,5.83 ,5.19 ,3
1885,-2.66 ,0.92 ,1
1886,7.22 ,5.99 ,3
1887,1.63 ,3.43 ,2
1888,2.35 ,1.72 ,3
1889,-4.73 ,4.46 ,1
1890,2.09 ,1.87 ,2
1891,3.37 ,4.50 ,3
1892,-4.59 ,2.92 ,1
1893,-5.08 ,2.33 ,1
1894,-1.61 ,3.62 ,1
1895,8.78 ,4.25 ,3
1896,2.91 ,2.37 ,2
1897,2.88 ,2.44 ,2
1898,1.37 ,3.34 ,2
1899,3.77 ,2.97 ,3
1900,3.04 ,0.87 ,2
1901,7.72 ,6.13 ,3
1902,1.75 ,2.96 ,2
1903,-7.13 ,2.84 ,1
1904,-4.38 ,3.56 ,1
1905,0.24 ,1.48 ,2
1906,0.48 ,1.66 ,2
1907,-2.56 ,1.61 ,1
1908,-4.23 ,0.25 ,1
1909,-0.34 ,1.02 ,2
1910,-3.26 ,-0.29 ,1
1911,-3.57 ,3.90 ,1
1912,-5.58 ,0.21 ,1
1913,1.41 ,3.38 ,2
1914,8.05 ,3.67 ,3
1915,-0.56 ,0.24 ,2
1916,8.63 ,4.85 ,3
1917,0.30 ,0.93 ,2
1918,-1.25 ,0.68 ,2
1919,6.07 ,5.50 ,3
1920,4.04 ,5.78 ,3
1921,5.84 ,4.76 ,3
1922,4.79 ,7.59 ,3
1923,-2.87 ,4.29 ,1
1924,2.49 ,1.67 ,2
1925,-3.22 ,4.31 ,1
1926,-3.36 ,3.54 ,1
1927,1.39 ,1.16 ,2
1928,0.75 ,3.43 ,2
1929,-6.17 ,2.88 ,1
1930,-1.65 ,0.71 ,1
1931,-4.26 ,4.58 ,1
1932,5.21 ,3.73 ,3
1933,0.91 ,2.98 ,2
1934,-0.33 ,0.80 ,2
1935,6.03 ,6.35 ,3
1936,-1.07 ,2.75 ,2
1937,-1.92 ,6.67 ,1
1938,1.59 ,0.21 ,2
1939,-2.82 ,4.06 ,1
1940,-5.81 ,2.24 ,1
1941,6.95 ,4.73 ,3
1942,5.71 ,3.29 ,3
1943,0.20 ,4.10 ,2
1944,-0.49 ,2.93 ,1
1945,1.32 ,-0.86 ,2
1946,-4.56 ,2.35 ,1
1947,8.50 ,2.28 ,3
1948,-2.99 ,1.84 ,1
1949,-2.96 ,6.82 ,1
1950,-1.14 ,1.30 ,2
1951,0.18 ,2.67 ,2
1952,1.94 ,2.63 ,2
1953,9.29 ,5.06 ,3
1954,9.49 ,4.72 ,3
1955,3.14 ,1.58 ,2
1956,-5.80 ,1.19 ,1
1957,-1.88 ,2.18 ,2
1958,1.06 ,4.04 ,2
1959,9.10 ,8.54 ,3
1960,8.04 ,6.38 ,3
1961,-2.49 ,4.54 ,1
1962,5.74 ,5.74 ,3
1963,-1.31 ,5.04 ,1
1964,3.16 ,5.39 ,3
1965,6.04 ,2.17 ,3
1966,-7.36 ,1.60 ,1
1967,6.39 ,6.69 ,3
1968,4.14 ,6.61 ,3
1969,6.38 ,1.02 ,3
1970,6.97 ,5.54 ,3
1971,-5.29 ,0.76 ,1
1972,4.26 ,8.26 ,3
1973,4.82 ,5.02 ,3
1974,1.29 ,2.72 ,2
1975,-4.87 ,4.33 ,1
1976,-5.36 ,1.39 ,1
1977,2.24 ,4.94 ,3
1978,0.37 ,0.81 ,2
1979,6.01 ,3.78 ,3
1980,-5.89 ,1.32 ,1
1981,-3.55 ,6.07 ,1
1982,-6.51 ,3.52 ,1
1983,-2.85 ,2.63 ,1
1984,-5.55 ,4.20 ,1
1985,7.74 ,5.23 ,3
1986,-5.15 ,4.96 ,1
1987,3.34 ,1.84 ,2
1988,0.94 ,1.99 ,2
1989,1.90 ,2.20 ,2
1990,9.55 ,7.61 ,3
1991,8.65 ,6.07 ,3
1992,-0.84 ,3.49 ,2
1993,4.42 ,11.03 ,3
1994,1.79 ,1.44 ,2
1995,6.00 ,3.74 ,3
1996,1.01 ,2.24 ,2
1997,3.43 ,7.14 ,3
1998,1.54 ,2.35 ,2
1999,-0.41 ,1.42 ,2
2000,2.89 ,1.79 ,2
2001,1.91 ,4.35 ,2
2002,-3.37 ,5.33 ,1
2003,5.80 ,6.87 ,3
2004,1.20 ,2.87 ,2
2005,-3.31 ,5.60 ,1
2006,2.42 ,1.83 ,2
2007,-4.65 ,5.28 ,1
2008,0.62 ,-0.02 ,2
2009,7.15 ,7.55 ,3
2010,7.18 ,5.25 ,3
2011,0.19 ,1.11 ,2
2012,1.18 ,0.40 ,2
2013,-3.31 ,4.19 ,1
2014,7.39 ,7.71 ,3
2015,-3.91 ,3.41 ,1
2016,-1.46 ,2.59 ,1
2017,6.05 ,7.75 ,3
2018,0.67 ,2.50 ,2
2019,-4.98 ,4.46 ,1
2020,-2.32 ,4.49 ,1
2021,5.14 ,6.28 ,3
2022,7.91 ,7.90 ,3
2023,1.19 ,3.34 ,2
2024,-2.81 ,0.55 ,1
2025,8.04 ,8.30 ,3
2026,4.43 ,2.66 ,3
2027,1.98 ,2.47 ,2
2028,-3.35 ,2.80 ,1
2029,-4.45 ,2.97 ,1
2030,1.98 ,2.13 ,2
2031,5.64 ,6.37 ,3
2032,1.68 ,1.67 ,2
2033,1.38 ,2.48 ,2
2034,4.02 ,5.97 ,3
2035,0.93 ,2.06 ,2
2036,5.95 ,11.18 ,3
2037,1.81 ,1.06 ,2
2038,0.86 ,1.29 ,2
2039,0.56 ,2.22 ,2
2040,0.90 ,2.40 ,2
2041,-6.72 ,4.82 ,1
2042,2.00 ,2.99 ,2
2043,-3.99 ,3.82 ,1
2044,7.66 ,8.25 ,3
2045,7.30 ,9.60 ,3
2046,-2.63 ,4.14 ,1
2047,0.09 ,1.97 ,2
2048,2.68 ,7.97 ,3
2049,-5.08 ,3.53 ,1
2050,8.02 ,5.71 ,3
2051,-0.71 ,5.19 ,1
2052,0.33 ,1.60 ,2
2053,0.66 ,-0.01 ,2
2054,0.32 ,1.63 ,2
2055,-3.49 ,3.81 ,1
2056,-4.61 ,1.95 ,1
2057,7.57 ,10.53 ,3
2058,8.02 ,9.70 ,3
2059,8.94 ,4.62 ,3
2060,-0.13 ,0.92 ,2
2061,-0.44 ,0.84 ,2
2062,1.58 ,1.51 ,2
2063,7.66 ,6.01 ,3
2064,0.06 ,1.81 ,2
2065,0.82 ,3.68 ,2
2066,1.53 ,2.49 ,2
2067,1.05 ,1.96 ,2
2068,2.55 ,2.79 ,2
2069,0.96 ,2.61 ,2
2070,0.22 ,2.82 ,2
2071,6.74 ,5.55 ,3
2072,-6.10 ,9.94 ,1
2073,3.09 ,3.90 ,2
2074,-4.28 ,4.30 ,1
2075,0.95 ,0.53 ,2
2076,-0.43 ,1.35 ,2
2077,-4.69 ,2.59 ,1
2078,0.58 ,2.96 ,2
2079,4.47 ,9.53 ,3
2080,5.53 ,8.67 ,3
2081,3.00 ,1.14 ,2
2082,0.96 ,2.79 ,2
2083,1.64 ,-0.65 ,2
2084,-3.74 ,5.53 ,1
2085,3.24 ,8.84 ,3
2086,6.96 ,4.68 ,3
2087,5.02 ,5.89 ,3
2088,-4.11 ,0.43 ,1
2089,0.42 ,0.83 ,2
2090,0.49 ,1.25 ,2
2091,-0.62 ,0.19 ,2
2092,4.63 ,6.84 ,3
2093,2.90 ,8.10 ,3
2094,-1.90 ,2.62 ,1
2095,0.61 ,2.48 ,2
2096,1.48 ,3.23 ,2
2097,2.20 ,4.76 ,3
2098,-0.32 ,2.85 ,2
2099,-7.50 ,4.03 ,1
2100,-4.11 ,4.96 ,1
2101,7.48 ,5.21 ,3
2102,-3.00 ,6.74 ,1
2103,-5.42 ,2.94 ,1
2104,2.43 ,3.10 ,2
2105,-2.80 ,0.77 ,1
2106,-7.59 ,4.79 ,1
2107,1.20 ,3.75 ,2
2108,8.41 ,3.21 ,3
2109,-2.33 ,4.99 ,1
2110,-8.97 ,5.84 ,1
2111,-4.66 ,2.42 ,1
2112,-2.49 ,2.09 ,1
2113,-6.73 ,7.53 ,1
2114,2.80 ,7.48 ,3
2115,8.81 ,5.40 ,3
2116,6.80 ,8.54 ,3
2117,-2.50 ,1.26 ,1
2118,-3.38 ,4.52 ,1
2119,7.22 ,4.48 ,3
2120,5.05 ,5.23 ,3
2121,-3.67 ,5.33 ,1
2122,9.21 ,4.80 ,3
2123,6.22 ,5.83 ,3
2124,-0.26 ,0.17 ,2
2125,-3.03 ,3.13 ,1
2126,-3.26 ,3.19 ,1
2127,8.00 ,3.46 ,3
2128,5.19 ,7.40 ,3
2129,9.08 ,4.21 ,3
2130,2.05 ,3.26 ,2
2131,-1.93 ,4.85 ,1
2132,-5.84 ,4.48 ,1
2133,-4.69 ,4.72 ,1
2134,-1.11 ,2.52 ,2
2135,0.34 ,1.10 ,2
2136,1.13 ,2.81 ,2
2137,-2.25 ,4.99 ,1
2138,0.85 ,-0.01 ,2
2139,-0.79 ,1.85 ,2
2140,7.22 ,6.28 ,3
2141,-4.06 ,2.75 ,1
2142,8.09 ,5.63 ,3
2143,0.01 ,1.10 ,2
2144,-5.36 ,1.93 ,1
2145,4.96 ,6.59 ,3
2146,-0.51 ,1.34 ,2
2147,-1.93 ,3.67 ,1
2148,2.08 ,2.53 ,2
2149,4.78 ,6.46 ,3
2150,2.79 ,1.25 ,2
2151,9.85 ,8.47 ,3
2152,0.58 ,0.91 ,2
2153,-3.83 ,4.27 ,1
2154,1.33 ,1.68 ,2
2155,-3.28 ,8.11 ,1
2156,-0.26 ,0.94 ,2
2157,1.94 ,3.98 ,2
2158,3.30 ,2.26 ,3
2159,3.10 ,6.24 ,3
2160,1.74 ,2.53 ,2
2161,6.10 ,8.45 ,3
2162,9.97 ,5.96 ,3
2163,0.95 ,1.37 ,2
2164,6.54 ,5.61 ,3
2165,6.42 ,8.04 ,3
2166,2.82 ,1.40 ,2
2167,7.29 ,4.90 ,3
2168,4.50 ,5.61 ,3
2169,3.08 ,8.00 ,3
2170,1.01 ,2.52 ,2
2171,-3.31 ,3.43 ,1
2172,-3.61 ,5.13 ,1
2173,-0.42 ,4.45 ,1
2174,-4.28 ,7.39 ,1
2175,-0.29 ,4.32 ,2
2176,4.22 ,7.93 ,3
2177,7.64 ,5.59 ,3
2178,-0.01 ,1.13 ,2
2179,1.25 ,2.25 ,2
2180,7.24 ,5.67 ,3
2181,-0.21 ,3.78 ,1
2182,-4.16 ,7.25 ,1
2183,0.44 ,1.63 ,2
2184,0.17 ,1.11 ,2
2185,8.86 ,6.53 ,3
2186,-1.46 ,3.49 ,2
2187,-0.30 ,0.62 ,2
2188,7.62 ,7.38 ,3
2189,-5.41 ,5.96 ,1
2190,5.35 ,4.61 ,3
2191,-1.04 ,1.45 ,2
2192,3.71 ,6.71 ,3
2193,-0.27 ,4.10 ,2
2194,-4.26 ,3.96 ,1
2195,3.60 ,8.11 ,3
2196,-5.12 ,2.49 ,1
2197,-2.40 ,8.09 ,1
2198,-5.08 ,2.01 ,1
2199,0.14 ,2.43 ,2
2200,-0.61 ,2.81 ,1
2201,-3.99 ,5.42 ,1
2202,4.53 ,5.68 ,3
2203,-2.36 ,2.75 ,1
2204,1.65 ,2.82 ,2
2205,3.00 ,2.98 ,2
2206,2.18 ,1.35 ,2
2207,-5.16 ,5.97 ,1
2208,5.65 ,6.57 ,3
2209,2.58 ,4.18 ,2
2210,-7.12 ,4.70 ,1
2211,4.98 ,7.42 ,3
2212,-2.00 ,4.49 ,2
2213,2.93 ,2.89 ,3
2214,-2.58 ,2.73 ,1
2215,2.87 ,4.12 ,2
2216,-2.43 ,3.80 ,1
2217,-5.82 ,6.23 ,1
2218,-3.62 ,-1.95 ,1
2219,9.38 ,3.57 ,3
2220,-5.66 ,6.44 ,1
2221,1.76 ,0.00 ,2
2222,1.90 ,2.19 ,2
2223,-3.49 ,1.91 ,1
2224,6.95 ,3.87 ,3
2225,0.70 ,7.41 ,3
2226,1.10 ,0.14 ,2
2227,4.92 ,4.47 ,3
2228,-4.92 ,4.71 ,1
2229,-4.59 ,5.07 ,1
2230,1.90 ,0.05 ,2
2231,-6.16 ,2.42 ,1
2232,5.89 ,7.08 ,3
2233,2.36 ,3.95 ,3
2234,7.61 ,7.62 ,3
2235,1.05 ,4.01 ,2
2236,6.60 ,8.06 ,3
2237,3.26 ,2.78 ,2
2238,2.58 ,2.75 ,2
2239,6.21 ,7.12 ,3
2240,5.48 ,3.39 ,3
2241,1.45 ,1.45 ,2
2242,-5.53 ,1.85 ,1
2243,5.64 ,9.39 ,3
2244,3.76 ,6.38 ,3
2245,-2.47 ,2.07 ,1
2246,2.25 ,2.91 ,2
2247,1.01 ,4.37 ,2
2248,1.87 ,3.23 ,2
2249,0.37 ,0.36 ,2
2250,-4.99 ,5.12 ,1
2251,-0.82 ,2.38 ,2
2252,4.68 ,6.85 ,3
2253,2.50 ,1.93 ,2
2254,-0.46 ,0.23 ,2
2255,-4.96 ,4.66 ,1
2256,3.25 ,8.56 ,3
2257,0.05 ,2.57 ,2
2258,0.06 ,1.93 ,2
2259,9.21 ,6.94 ,3
2260,0.55 ,2.58 ,2
2261,-5.18 ,3.11 ,1
2262,5.71 ,5.73 ,3
2263,0.34 ,3.45 ,2
2264,4.10 ,3.23 ,3
2265,7.21 ,4.98 ,3
2266,0.08 ,3.39 ,2
2267,4.63 ,4.79 ,3
2268,1.55 ,1.86 ,2
2269,1.42 ,2.43 ,2
2270,0.65 ,1.84 ,2
2271,-0.10 ,4.77 ,1
2272,-4.45 ,8.80 ,1
2273,6.22 ,5.09 ,3
2274,-3.56 ,0.32 ,1
2275,1.62 ,2.10 ,2
2276,3.51 ,2.41 ,2
2277,-0.15 ,1.75 ,2
2278,6.85 ,5.14 ,3
2279,-2.24 ,3.27 ,1
2280,1.88 ,3.44 ,2
2281,2.58 ,2.82 ,2
2282,2.72 ,3.61 ,2
2283,5.55 ,4.90 ,3
2284,5.03 ,7.61 ,3
2285,-0.42 ,2.00 ,1
2286,-8.13 ,4.02 ,1
2287,3.98 ,4.45 ,3
2288,5.65 ,6.87 ,3
2289,8.27 ,6.35 ,3
2290,0.54 ,3.05 ,2
2291,0.62 ,4.20 ,2
2292,4.49 ,4.75 ,3
2293,3.65 ,11.19 ,3
2294,4.55 ,0.30 ,2
2295,4.95 ,4.84 ,3
2296,5.63 ,8.03 ,3
2297,-3.72 ,5.46 ,1
2298,-2.33 ,2.45 ,1
2299,6.70 ,4.96 ,3
2300,-3.81 ,3.90 ,1
2301,2.59 ,2.07 ,2
2302,5.70 ,5.58 ,3
2303,-2.22 ,7.23 ,1
2304,3.58 ,8.70 ,3
2305,-2.40 ,2.91 ,1
2306,-2.44 ,3.21 ,1
2307,4.55 ,6.72 ,3
2308,1.28 ,3.04 ,2
2309,-2.29 ,5.53 ,1
2310,1.83 ,2.99 ,2
2311,5.99 ,5.17 ,3
2312,-4.39 ,3.28 ,1
2313,7.91 ,4.66 ,3
2314,0.77 ,2.94 ,2
2315,-4.46 ,-0.50 ,1
2316,7.13 ,5.34 ,3
2317,6.87 ,2.37 ,3
2318,8.77 ,4.50 ,3
2319,0.04 ,-0.37 ,2
2320,1.21 ,1.45 ,2
2321,8.42 ,5.26 ,3
2322,-2.93 ,4.24 ,1
2323,6.88 ,7.23 ,3
2324,5.26 ,4.45 ,3
2325,-2.08 ,5.07 ,1
2326,-3.02 ,5.39 ,1
2327,-3.68 ,3.13 ,1
2328,5.71 ,9.08 ,3
2329,4.00 ,7.88 ,3
2330,-5.21 ,5.24 ,1
2331,-0.61 ,1.23 ,2
2332,1.65 ,4.28 ,2
2333,-5.24 ,3.55 ,1
2334,6.82 ,8.17 ,3
2335,4.70 ,8.53 ,3
2336,6.63 ,6.85 ,3
2337,7.94 ,6.74 ,3
2338,4.81 ,6.28 ,3
2339,5.36 ,7.65 ,3
2340,6.32 ,6.63 ,3
2341,-5.87 ,3.89 ,1
2342,0.22 ,1.05 ,2
2343,-7.77 ,6.39 ,1
2344,0.08 ,4.11 ,2
2345,1.02 ,-0.47 ,2
2346,1.43 ,0.50 ,2
2347,-1.28 ,1.94 ,2
2348,-1.50 ,4.92 ,1
2349,1.05 ,2.90 ,2
2350,-5.05 ,3.07 ,1
2351,-4.02 ,3.44 ,1
2352,-1.95 ,4.09 ,1
2353,6.63 ,8.93 ,3
2354,3.33 ,7.43 ,3
2355,4.51 ,7.38 ,3
2356,1.83 ,4.37 ,1
2357,6.45 ,6.97 ,3
2358,-1.70 ,2.29 ,1
2359,5.72 ,4.55 ,3
2360,0.68 ,3.19 ,2
2361,2.29 ,2.06 ,2
2362,8.69 ,5.39 ,3
2363,2.33 ,1.37 ,2
2364,3.65 ,5.82 ,3
2365,-4.38 ,2.99 ,1
2366,-1.44 ,3.71 ,1
2367,-0.37 ,3.75 ,2
2368,2.15 ,1.42 ,2
2369,-3.93 ,2.54 ,1
2370,6.61 ,9.25 ,3
2371,2.94 ,2.75 ,2
2372,6.61 ,7.33 ,3
2373,-4.18 ,2.91 ,1
2374,2.53 ,3.67 ,2
2375,-0.08 ,3.70 ,2
2376,-6.11 ,1.14 ,1
2377,-6.96 ,2.25 ,1
2378,-0.49 ,2.25 ,2
2379,-3.85 ,4.71 ,1
2380,6.88 ,7.01 ,3
2381,5.48 ,4.97 ,3
2382,7.02 ,3.43 ,3
2383,-2.58 ,5.31 ,1
2384,0.74 ,2.75 ,2
2385,-4.54 ,3.74 ,1
2386,6.27 ,5.77 ,3
2387,2.26 ,2.49 ,2
2388,5.35 ,9.62 ,3
2389,4.13 ,6.40 ,3
2390,-4.16 ,5.32 ,1
2391,-1.29 ,0.52 ,1
2392,-2.90 ,5.83 ,1
2393,1.20 ,2.75 ,2
2394,1.78 ,6.10 ,3
2395,6.37 ,2.04 ,3
2396,2.70 ,1.44 ,2
2397,-1.13 ,1.56 ,2
2398,-3.53 ,2.75 ,1
2399,7.05 ,10.04 ,3
2400,-5.17 ,-1.81 ,1
2401,-3.96 ,0.52 ,1
2402,-2.25 ,0.72 ,2
2403,8.01 ,7.47 ,3
2404,1.42 ,3.10 ,2
2405,-3.48 ,2.81 ,1
2406,2.56 ,5.56 ,3
2407,0.92 ,0.07 ,2
2408,-4.92 ,4.05 ,1
2409,7.57 ,5.97 ,3
2410,4.50 ,7.27 ,3
2411,2.50 ,-0.59 ,2
2412,-0.37 ,1.36 ,2
2413,-4.94 ,4.72 ,1
2414,5.69 ,2.41 ,3
2415,2.20 ,0.54 ,2
2416,-5.33 ,2.72 ,1
2417,3.72 ,2.51 ,3
2418,-4.55 ,4.58 ,1
2419,1.07 ,1.66 ,2
2420,2.24 ,1.90 ,2
2421,-3.34 ,2.29 ,1
2422,-4.09 ,1.75 ,1
2423,-1.47 ,5.40 ,1
2424,0.69 ,-0.47 ,2
2425,-0.22 ,-0.02 ,2
2426,0.02 ,3.75 ,2
2427,1.57 ,4.09 ,2
2428,0.67 ,4.32 ,2
2429,-3.89 ,2.64 ,1
2430,-1.01 ,3.21 ,2
2431,-3.24 ,4.65 ,1
2432,1.69 ,1.12 ,2
2433,1.86 ,1.79 ,2
2434,-5.72 ,7.93 ,1
2435,1.23 ,1.76 ,2
2436,1.78 ,3.82 ,2
2437,2.45 ,1.81 ,2
2438,-4.22 ,4.13 ,1
2439,2.48 ,2.49 ,2
2440,5.91 ,9.35 ,3
2441,6.73 ,6.77 ,3
2442,2.07 ,7.26 ,3
2443,10.00 ,6.33 ,3
2444,-3.83 ,3.76 ,1
2445,-0.17 ,2.36 ,2
2446,-6.88 ,4.30 ,1
2447,1.62 ,1.72 ,2
2448,2.67 ,2.64 ,2
2449,2.79 ,2.94 ,2
2450,-2.12 ,2.49 ,1
2451,-1.71 ,2.95 ,1
2452,9.12 ,2.51 ,3
2453,2.40 ,2.34 ,2
2454,0.49 ,2.87 ,2
2455,3.30 ,6.47 ,3
2456,0.07 ,2.95 ,2
2457,7.69 ,4.42 ,3
2458,5.59 ,5.90 ,3
2459,-2.83 ,4.42 ,1
2460,0.98 ,1.53 ,2
2461,0.11 ,1.88 ,2
2462,4.75 ,5.49 ,3
2463,4.58 ,7.83 ,3
2464,-0.66 ,2.08 ,2
2465,0.62 ,2.52 ,2
